,time,dist,jdif_Mg2,jdif_H,jdif_Cl,jact_Mg2,jact_H,jact_Cl,jmig_Mg2,jmig_H,jmig_Cl,jtot_Mg2,jtot_H,jtot_Cl
1537,43200,0.0955,4.9820399999999994e-14,7.929454999999994e-09,1.6597700000000004e-09,-1.3564060778246211e-17,,-3.050003346335331e-13,-7.820567908344898e-15,-4.847532622446013e-09,1.0075027342108726e-09,4.198626803087685e-14,,2.6669677338762395e-09
1538,43200,0.0965,2.0451690000000002e-14,6.79890000000001e-09,1.4233839999999991e-09,-5.0345005368085875e-18,,-2.331220935827874e-13,-3.176672656481513e-15,-4.1512419309009824e-09,8.615740581599508e-10,1.726998284298168e-14,,2.284724936066367e-09
1539,43200,0.0975,8.233406999999999e-15,5.805879999999994e-09,1.2155960000000002e-09,-1.8481134963278692e-18,,-1.85142224514655e-13,-1.2654991664886538e-15,-3.53963532937333e-09,7.333642591755424e-10,6.966059720015017e-15,,1.9487751169510277e-09
1540,43200,0.0985,3.2513670000000004e-15,4.936555000000003e-09,1.0336910000000011e-09,-6.546848146239231e-19,,-1.4610124577523292e-13,-4.949395483284987e-16,-3.007399855537575e-09,6.217568213747395e-10,2.7557727668568777e-15,,1.6553017201289654e-09
1541,43200,0.0995,1.26e-15,4.1796799999999965e-09,8.753159999999996e-10,-2.2960950553780014e-19,,-1.0816290682265397e-13,-1.8978908877166997e-16,-2.5422642175415978e-09,5.241962324240672e-10,1.0699813017227922e-15,,1.3994040695172442e-09
1542,43200,0.1005,4.792788000000001e-16,3.523145e-09,7.382989999999997e-10,-7.870707047276997e-20,,-8.91396468338184e-14,-7.15005216114012e-17,-2.1420283376902354e-09,4.4016399275102704e-10,4.076995713181261e-16,,1.1783738531041929e-09
1543,43200,0.1015,1.7902709999999995e-16,2.9565699999999994e-09,6.201060000000003e-10,-2.6803354393698217e-20,,-6.025426862326495e-14,-2.644193149217955e-17,-1.7970253241421656e-09,3.676449140660486e-10,1.525583651534267e-16,,9.876906597974257e-10
1544,43200,0.1025,6.569199000000001e-17,2.4713049999999986e-09,5.187459999999999e-10,-8.616877979080185e-21,,-4.925228219784931e-14,-9.60104680629397e-18,-1.500938154336345e-09,3.0534169418860815e-10,5.608232631572696e-17,,8.240384419064102e-10
1545,43200,0.1035,2.3689259999999997e-17,2.0552400000000013e-09,4.322279999999999e-10,-2.8603245732231944e-21,,-3.7223511919601685e-14,-3.4261123276726033e-18,-1.249085037461874e-09,2.522233668709247e-10,2.026028734775417e-17,,6.844141433590051e-10
1546,43200,0.1045,8.400168e-18,1.7020605000000006e-09,3.586877e-10,-8.928087239942242e-22,,-2.7841990300885874e-14,-1.2006698895514376e-18,-1.034603201435053e-09,2.0689006136532414e-10,7.198605301724568e-18,,5.655499193750233e-10
