        dist	         A_i	         B_i	         C_i	         D_i	           H	          OH	          pH	        gA_i	        gB_i	        gC_i	        gD_i	   potential	     current	        time	
  0.0000e+00	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  1.0000e+02	  0.0000e+00	  0.0000e+00	
  0.0000e+00	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  1.0000e+02	  0.0000e+00	  1.0000e+00	
  2.5000e-02	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.5000e-02	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.5000e-02	  4.5975e-03	  4.6129e-03	  9.9955e+00	  9.5517e+00	  2.7735e-08	  4.4379e-01	  1.0557e+01	  9.0191e-01	  9.0191e-01	  9.0191e-01	  9.0191e-01	  2.5000e+00	 -1.2021e-03	  1.0000e+00	
  7.5000e-02	  1.0000e-96	  5.2184e-06	  1.0000e+01	  1.0000e+01	  1.0699e-04	  1.1504e-04	  6.9706e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  7.5000e+00	 -1.2021e-03	  1.0000e+00	
  1.2500e-01	  1.0000e-96	  6.0114e-11	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  1.2500e+01	 -1.2021e-03	  1.0000e+00	
  1.7500e-01	  1.0000e-96	  6.9250e-16	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  1.7500e+01	 -1.2021e-03	  1.0000e+00	
  2.2500e-01	  1.0000e-96	  7.9775e-21	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  2.2500e+01	 -1.2021e-03	  1.0000e+00	
  2.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  2.7500e+01	 -1.2021e-03	  1.0000e+00	
  3.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  3.2500e+01	 -1.2021e-03	  1.0000e+00	
  3.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  3.7500e+01	 -1.2021e-03	  1.0000e+00	
  4.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  4.2500e+01	 -1.2021e-03	  1.0000e+00	
  4.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  4.7500e+01	 -1.2021e-03	  1.0000e+00	
  5.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  5.2500e+01	 -1.2021e-03	  1.0000e+00	
  5.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  5.7500e+01	 -1.2021e-03	  1.0000e+00	
  6.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  6.2500e+01	 -1.2021e-03	  1.0000e+00	
  6.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  6.7500e+01	 -1.2021e-03	  1.0000e+00	
  7.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  7.2500e+01	 -1.2021e-03	  1.0000e+00	
  7.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  7.7500e+01	 -1.2021e-03	  1.0000e+00	
  8.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  8.2500e+01	 -1.2021e-03	  1.0000e+00	
  8.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  8.7500e+01	 -1.2021e-03	  1.0000e+00	
  9.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.2500e+01	 -1.2021e-03	  1.0000e+00	
  9.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.7500e+01	 -1.2021e-03	  1.0000e+00	
  2.5000e-02	  9.0303e-03	  9.2941e-03	  1.0032e+01	  9.1618e+00	  1.4155e-08	  8.6983e-01	  1.0849e+01	  9.0175e-01	  9.0175e-01	  9.0175e-01	  9.0175e-01	  1.9963e+00	 -1.2156e-03	  2.0000e+00	
  7.5000e-02	  1.0000e-96	  1.0293e-04	  1.0055e+01	  9.9365e+00	  1.0442e-07	  1.1793e-01	  9.9812e+00	  0.0000e+00	  9.0169e-01	  9.0169e-01	  9.0169e-01	  6.4452e+00	 -1.2156e-03	  2.0000e+00	
  1.2500e-01	  1.0000e-96	  1.2084e-07	  1.0000e+01	  1.0000e+01	  1.0017e-04	  1.2288e-04	  6.9993e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  1.1501e+01	 -1.2156e-03	  2.0000e+00	
  1.7500e-01	  1.0000e-96	  2.7688e-12	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  1.6557e+01	 -1.2156e-03	  2.0000e+00	
  2.2500e-01	  1.0000e-96	  4.7771e-17	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  2.1613e+01	 -1.2156e-03	  2.0000e+00	
  2.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  2.6669e+01	 -1.2156e-03	  2.0000e+00	
  3.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  3.1725e+01	 -1.2156e-03	  2.0000e+00	
  3.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  3.6781e+01	 -1.2156e-03	  2.0000e+00	
  4.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  4.1837e+01	 -1.2156e-03	  2.0000e+00	
  4.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  4.6894e+01	 -1.2156e-03	  2.0000e+00	
  5.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  5.1950e+01	 -1.2156e-03	  2.0000e+00	
  5.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  5.7006e+01	 -1.2156e-03	  2.0000e+00	
  6.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  6.2062e+01	 -1.2156e-03	  2.0000e+00	
  6.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  6.7118e+01	 -1.2156e-03	  2.0000e+00	
  7.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  7.2174e+01	 -1.2156e-03	  2.0000e+00	
  7.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  7.7230e+01	 -1.2156e-03	  2.0000e+00	
  8.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  8.2286e+01	 -1.2156e-03	  2.0000e+00	
  8.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  8.7342e+01	 -1.2156e-03	  2.0000e+00	
  9.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.2398e+01	 -1.2156e-03	  2.0000e+00	
  9.7500e-01	  1.0000e-96	  1.0000e-96	  1.0003e+01	  9.9968e+00	  1.8919e-06	  6.5062e-03	  8.7231e+00	  0.0000e+00	  0.0000e+00	  9.0190e-01	  9.0190e-01	  9.7454e+01	 -1.2156e-03	  2.0000e+00	
  2.5000e-02	  1.3355e-02	  1.4013e-02	  1.0078e+01	  8.8273e+00	  9.8559e-09	  1.2498e+00	  1.1006e+01	  9.0154e-01	  9.0154e-01	  9.0154e-01	  9.0154e-01	  1.6765e+00	 -1.2294e-03	  3.0000e+00	
  7.5000e-02	  1.0000e-96	  2.7155e-04	  1.0145e+01	  9.8311e+00	  3.9290e-08	  3.1365e-01	  1.0406e+01	  0.0000e+00	  9.0133e-01	  9.0133e-01	  9.0133e-01	  5.5856e+00	 -1.2294e-03	  3.0000e+00	
  1.2500e-01	  1.0000e-96	  2.4185e-06	  1.0016e+01	  9.9814e+00	  3.5574e-07	  3.4604e-02	  9.4489e+00	  0.0000e+00	  9.0185e-01	  9.0185e-01	  9.0185e-01	  1.0507e+01	 -1.2294e-03	  3.0000e+00	
  1.7500e-01	  1.0000e-96	  2.8288e-09	  1.0000e+01	  1.0000e+01	  1.0767e-04	  1.1432e-04	  6.9679e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  1.5621e+01	 -1.2294e-03	  3.0000e+00	
  2.2500e-01	  1.0000e-96	  9.6728e-14	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  2.0734e+01	 -1.2294e-03	  3.0000e+00	
  2.7500e-01	  1.0000e-96	  2.2200e-18	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  2.5848e+01	 -1.2294e-03	  3.0000e+00	
  3.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  3.0961e+01	 -1.2294e-03	  3.0000e+00	
  3.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  3.6074e+01	 -1.2294e-03	  3.0000e+00	
  4.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  4.1188e+01	 -1.2294e-03	  3.0000e+00	
  4.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  4.6301e+01	 -1.2294e-03	  3.0000e+00	
  5.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  5.1414e+01	 -1.2294e-03	  3.0000e+00	
  5.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  5.6528e+01	 -1.2294e-03	  3.0000e+00	
  6.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  6.1641e+01	 -1.2294e-03	  3.0000e+00	
  6.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  6.6755e+01	 -1.2294e-03	  3.0000e+00	
  7.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  7.1868e+01	 -1.2294e-03	  3.0000e+00	
  7.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  7.6981e+01	 -1.2294e-03	  3.0000e+00	
  8.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  8.2095e+01	 -1.2294e-03	  3.0000e+00	
  8.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0962e-04	  1.1228e-04	  6.9601e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  8.7208e+01	 -1.2294e-03	  3.0000e+00	
  9.2500e-01	  1.0000e-96	  1.0000e-96	  9.9991e+00	  1.0001e+01	  1.8528e-03	  6.6434e-06	  5.7322e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.2322e+01	 -1.2294e-03	  3.0000e+00	
  9.7500e-01	  1.0000e-96	  1.0000e-96	  1.0008e+01	  9.9926e+00	  8.1149e-07	  1.5169e-02	  9.0907e+00	  0.0000e+00	  0.0000e+00	  9.0188e-01	  9.0188e-01	  9.7425e+01	 -1.2294e-03	  3.0000e+00	
  2.5000e-02	  1.7598e-02	  1.8761e-02	  1.0122e+01	  8.5374e+00	  7.7857e-09	  1.5827e+00	  1.1109e+01	  9.0135e-01	  9.0135e-01	  9.0135e-01	  9.0135e-01	  1.4724e+00	 -1.2434e-03	  4.0000e+00	
  7.5000e-02	  1.0000e-96	  4.9469e-04	  1.0250e+01	  9.7089e+00	  2.2817e-08	  5.4055e-01	  1.0642e+01	  0.0000e+00	  9.0091e-01	  9.0091e-01	  9.0091e-01	  4.9400e+00	 -1.2434e-03	  4.0000e+00	
  1.2500e-01	  1.0000e-96	  8.1268e-06	  1.0056e+01	  9.9353e+00	  1.0239e-07	  1.2027e-01	  9.9897e+00	  0.0000e+00	  9.0169e-01	  9.0169e-01	  9.0169e-01	  9.5790e+00	 -1.2434e-03	  4.0000e+00	
  1.7500e-01	  1.0000e-96	  5.8911e-08	  1.0005e+01	  9.9944e+00	  1.1741e-06	  1.0484e-02	  8.9303e+00	  0.0000e+00	  9.0189e-01	  9.0189e-01	  9.0189e-01	  1.4693e+01	 -1.2434e-03	  4.0000e+00	
  2.2500e-01	  1.0000e-96	  6.7000e-11	  1.0000e+01	  1.0000e+01	  1.0889e-04	  1.1304e-04	  6.9630e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  1.9864e+01	 -1.2434e-03	  4.0000e+00	
  2.7500e-01	  1.0000e-96	  3.0383e-15	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  2.5036e+01	 -1.2434e-03	  4.0000e+00	
  3.2500e-01	  1.0000e-96	  8.6966e-20	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  9.0191e-01	  3.0208e+01	 -1.2434e-03	  4.0000e+00	
  3.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  3.5379e+01	 -1.2434e-03	  4.0000e+00	
  4.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  4.0551e+01	 -1.2434e-03	  4.0000e+00	
  4.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  4.5723e+01	 -1.2434e-03	  4.0000e+00	
  5.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  5.0894e+01	 -1.2434e-03	  4.0000e+00	
  5.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  5.6066e+01	 -1.2434e-03	  4.0000e+00	
  6.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  6.1238e+01	 -1.2434e-03	  4.0000e+00	
  6.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  6.6409e+01	 -1.2434e-03	  4.0000e+00	
  7.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  7.1581e+01	 -1.2434e-03	  4.0000e+00	
  7.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0949e-04	  1.1242e-04	  6.9606e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  7.6753e+01	 -1.2434e-03	  4.0000e+00	
  8.2500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  1.0000e+01	  1.0963e-04	  1.1228e-04	  6.9601e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  8.1924e+01	 -1.2434e-03	  4.0000e+00	
  8.7500e-01	  1.0000e-96	  1.0000e-96	  9.9995e+00	  1.0000e+01	  9.2798e-04	  1.3264e-05	  6.0325e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  8.7096e+01	 -1.2434e-03	  4.0000e+00	
  9.2500e-01	  1.0000e-96	  1.0000e-96	  9.9971e+00	  1.0003e+01	  6.2903e-03	  1.9568e-06	  5.2013e+00	  0.0000e+00	  0.0000e+00	  9.0190e-01	  9.0190e-01	  9.2263e+01	 -1.2434e-03	  4.0000e+00	
