        dist	         A_i	         B_i	         C_i	         D_i	           H	          OH	          pH	        gA_i	        gB_i	        gC_i	        gD_i	   potential	     current	        time	
  7.5000e-02	  1.0000e-96	  7.5944e-03	  1.1306e+01	  8.4733e+00	  4.4037e-09	  2.8239e+00	  1.1356e+01	  0.0000e+00	  8.9683e-01	  8.9683e-01	  8.9683e-01	  2.9449e+00	 -1.5613e-03	  1.8000e+01	
  1.2500e-01	  1.0000e-96	  5.8265e-04	  1.0888e+01	  8.9662e+00	  6.4521e-09	  1.9212e+00	  1.1190e+01	  0.0000e+00	  8.9841e-01	  8.9841e-01	  8.9841e-01	  5.5625e+00	 -1.5613e-03	  1.8000e+01	
  1.7500e-01	  1.0000e-96	  4.0596e-05	  1.0649e+01	  9.2445e+00	  8.8081e-09	  1.4047e+00	  1.1055e+01	  0.0000e+00	  8.9933e-01	  8.9933e-01	  8.9933e-01	  8.7661e+00	 -1.5613e-03	  1.8000e+01	
  2.2500e-01	  1.0000e-96	  2.5237e-06	  1.0491e+01	  9.4284e+00	  1.1629e-08	  1.0627e+00	  1.0934e+01	  0.0000e+00	  8.9995e-01	  8.9995e-01	  8.9995e-01	  1.2471e+01	 -1.5613e-03	  1.8000e+01	
  2.7500e-01	  1.0000e-96	  1.3906e-07	  1.0376e+01	  9.5622e+00	  1.5168e-08	  8.1395e-01	  1.0819e+01	  0.0000e+00	  9.0040e-01	  9.0040e-01	  9.0040e-01	  1.6624e+01	 -1.5613e-03	  1.8000e+01	
  3.2500e-01	  1.0000e-96	  6.7635e-09	  1.0285e+01	  9.6680e+00	  1.9987e-08	  6.1725e-01	  1.0699e+01	  0.0000e+00	  9.0077e-01	  9.0077e-01	  9.0077e-01	  2.1203e+01	 -1.5613e-03	  1.8000e+01	
  3.7500e-01	  1.0000e-96	  2.8827e-10	  1.0206e+01	  9.7607e+00	  2.7714e-08	  4.4488e-01	  1.0557e+01	  0.0000e+00	  9.0108e-01	  9.0108e-01	  9.0108e-01	  2.6214e+01	 -1.5613e-03	  1.8000e+01	
  4.2500e-01	  1.0000e-96	  1.0577e-11	  1.0139e+01	  9.8376e+00	  4.0820e-08	  3.0188e-01	  1.0389e+01	  0.0000e+00	  9.0135e-01	  9.0135e-01	  9.0135e-01	  3.1675e+01	 -1.5613e-03	  1.8000e+01	
  4.7500e-01	  1.0000e-96	  3.2592e-13	  1.0035e+01	  9.9479e+00	  1.4107e-07	  8.7278e-02	  9.8506e+00	  0.0000e+00	  9.0177e-01	  9.0177e-01	  9.0177e-01	  3.7628e+01	 -1.5613e-03	  1.8000e+01	
  5.2500e-01	  1.0000e-96	  7.8001e-15	  9.9276e+00	  1.0061e+01	  1.3322e-01	  9.2436e-08	  3.8754e+00	  0.0000e+00	  9.0167e-01	  9.0167e-01	  9.0167e-01	  4.3712e+01	 -1.5613e-03	  1.8000e+01	
  5.7500e-01	  1.0000e-96	  1.3576e-16	  9.9283e+00	  1.0066e+01	  1.3740e-01	  8.9628e-08	  3.8620e+00	  0.0000e+00	  9.0165e-01	  9.0165e-01	  9.0165e-01	  4.9498e+01	 -1.5613e-03	  1.8000e+01	
  6.2500e-01	  1.0000e-96	  1.7899e-18	  9.9884e+00	  1.0011e+01	  2.2189e-02	  5.5477e-07	  4.6539e+00	  0.0000e+00	  9.0187e-01	  9.0187e-01	  9.0187e-01	  5.5246e+01	 -1.5613e-03	  1.8000e+01	
  6.7500e-01	  1.0000e-96	  1.7832e-20	  1.0021e+01	  9.9827e+00	  3.2216e-07	  3.8213e-02	  9.4919e+00	  0.0000e+00	  9.0183e-01	  9.0183e-01	  9.0183e-01	  6.1390e+01	 -1.5613e-03	  1.8000e+01	
  7.2500e-01	  1.0000e-96	  1.0000e-96	  1.0001e+01	  9.9992e+00	  7.2804e-06	  1.6907e-03	  8.1378e+00	  0.0000e+00	  0.0000e+00	  9.0191e-01	  9.0191e-01	  6.7779e+01	 -1.5613e-03	  1.8000e+01	
  7.7500e-01	  1.0000e-96	  1.0000e-96	  9.9236e+00	  1.0068e+01	  1.4454e-01	  8.5204e-08	  3.8400e+00	  0.0000e+00	  0.0000e+00	  9.0164e-01	  9.0164e-01	  7.3949e+01	 -1.5613e-03	  1.8000e+01	
  8.2500e-01	  1.0000e-96	  1.0000e-96	  9.9046e+00	  1.0087e+01	  1.8236e-01	  6.7544e-08	  3.7391e+00	  0.0000e+00	  0.0000e+00	  9.0156e-01	  9.0156e-01	  7.9686e+01	 -1.5613e-03	  1.8000e+01	
  8.7500e-01	  1.0000e-96	  1.0000e-96	  9.9660e+00	  1.0031e+01	  6.3177e-02	  1.9487e-07	  4.1994e+00	  0.0000e+00	  0.0000e+00	  9.0179e-01	  9.0179e-01	  8.5298e+01	 -1.5613e-03	  1.8000e+01	
  9.2500e-01	  1.0000e-96	  1.0000e-96	  9.9907e+00	  1.0059e+01	  6.2633e-02	  1.9661e-07	  4.2032e+00	  0.0000e+00	  0.0000e+00	  9.0167e-01	  9.0167e-01	  9.1169e+01	 -1.5613e-03	  1.8000e+01	
  9.7500e-01	  1.0000e-96	  1.0000e-96	  1.0106e+01	  9.9449e+00	  6.9606e-08	  1.7701e-01	  1.0157e+01	  0.0000e+00	  0.0000e+00	  9.0142e-01	  9.0142e-01	  9.7063e+01	 -1.5613e-03	  1.8000e+01	
  2.5000e-02	  7.4345e-02	  9.2982e-02	  1.0508e+01	  5.9712e+00	  2.7408e-09	  4.5118e+00	  1.1562e+01	  8.9959e-01	  8.9959e-01	  8.9959e-01	  8.9959e-01	  9.0606e-01	 -1.5846e-03	  1.9000e+01	
  7.5000e-02	  1.0000e-96	  8.3758e-03	  1.1367e+01	  8.4023e+00	  4.2112e-09	  2.9543e+00	  1.1376e+01	  0.0000e+00	  8.9661e-01	  8.9661e-01	  8.9661e-01	  2.9079e+00	 -1.5846e-03	  1.9000e+01	
  1.2500e-01	  1.0000e-96	  6.6977e-04	  1.0936e+01	  8.9102e+00	  6.1233e-09	  2.0251e+00	  1.1213e+01	  0.0000e+00	  8.9823e-01	  8.9823e-01	  8.9823e-01	  5.4832e+00	 -1.5846e-03	  1.9000e+01	
  1.7500e-01	  1.0000e-96	  4.8816e-05	  1.0690e+01	  9.1967e+00	  8.2876e-09	  1.4934e+00	  1.1082e+01	  0.0000e+00	  8.9917e-01	  8.9917e-01	  8.9917e-01	  8.6345e+00	 -1.5846e-03	  1.9000e+01	
  2.2500e-01	  1.0000e-96	  3.1876e-06	  1.0528e+01	  9.3860e+00	  1.0828e-08	  1.1416e+00	  1.0965e+01	  0.0000e+00	  8.9981e-01	  8.9981e-01	  8.9981e-01	  1.2277e+01	 -1.5846e-03	  1.9000e+01	
  2.7500e-01	  1.0000e-96	  1.8537e-07	  1.0410e+01	  9.5228e+00	  1.3920e-08	  8.8716e-01	  1.0856e+01	  0.0000e+00	  9.0027e-01	  9.0027e-01	  9.0027e-01	  1.6358e+01	 -1.5846e-03	  1.9000e+01	
  3.2500e-01	  1.0000e-96	  9.5719e-09	  1.0319e+01	  9.6289e+00	  1.7888e-08	  6.8988e-01	  1.0747e+01	  0.0000e+00	  9.0063e-01	  9.0063e-01	  9.0063e-01	  2.0844e+01	 -1.5846e-03	  1.9000e+01	
  3.7500e-01	  1.0000e-96	  4.3722e-10	  1.0239e+01	  9.7213e+00	  2.3801e-08	  5.1814e-01	  1.0623e+01	  0.0000e+00	  9.0095e-01	  9.0095e-01	  9.0095e-01	  2.5733e+01	 -1.5846e-03	  1.9000e+01	
  4.2500e-01	  1.0000e-96	  1.7450e-11	  1.0185e+01	  9.7844e+00	  3.0753e-08	  4.0085e-01	  1.0512e+01	  0.0000e+00	  9.0116e-01	  9.0116e-01	  9.0116e-01	  3.1028e+01	 -1.5846e-03	  1.9000e+01	
  4.7500e-01	  1.0000e-96	  6.0515e-13	  1.0040e+01	  9.9319e+00	  1.1423e-07	  1.0779e-01	  9.9422e+00	  0.0000e+00	  9.0175e-01	  9.0175e-01	  9.0175e-01	  3.6873e+01	 -1.5846e-03	  1.9000e+01	
  5.2500e-01	  1.0000e-96	  1.6588e-14	  9.9016e+00	  1.0081e+01	  1.7958e-01	  6.8586e-08	  3.7457e+00	  0.0000e+00	  9.0158e-01	  9.0158e-01	  9.0158e-01	  4.2831e+01	 -1.5846e-03	  1.9000e+01	
  5.7500e-01	  1.0000e-96	  3.3660e-16	  9.9601e+00	  1.0037e+01	  7.6411e-02	  1.6113e-07	  4.1168e+00	  0.0000e+00	  9.0176e-01	  9.0176e-01	  9.0176e-01	  4.8528e+01	 -1.5846e-03	  1.9000e+01	
  6.2500e-01	  1.0000e-96	  5.4933e-18	  1.0026e+01	  9.9776e+00	  2.5362e-07	  4.8541e-02	  9.5958e+00	  0.0000e+00	  9.0181e-01	  9.0181e-01	  9.0181e-01	  5.4564e+01	 -1.5846e-03	  1.9000e+01	
  6.7500e-01	  1.0000e-96	  6.9872e-20	  1.0028e+01	  9.9762e+00	  2.3713e-07	  5.1918e-02	  9.6250e+00	  0.0000e+00	  9.0180e-01	  9.0180e-01	  9.0180e-01	  6.0993e+01	 -1.5846e-03	  1.9000e+01	
  7.2500e-01	  1.0000e-96	  1.0000e-96	  9.9595e+00	  1.0035e+01	  7.5875e-02	  1.6227e-07	  4.1199e+00	  0.0000e+00	  0.0000e+00	  9.0177e-01	  9.0177e-01	  6.7498e+01	 -1.5846e-03	  1.9000e+01	
  7.7500e-01	  1.0000e-96	  1.0000e-96	  9.8734e+00	  1.0114e+01	  2.4066e-01	  5.1193e-08	  3.6186e+00	  0.0000e+00	  0.0000e+00	  9.0145e-01	  9.0145e-01	  7.3573e+01	 -1.5846e-03	  1.9000e+01	
  8.2500e-01	  1.0000e-96	  1.0000e-96	  9.9264e+00	  1.0067e+01	  1.4046e-01	  8.7680e-08	  3.8525e+00	  0.0000e+00	  0.0000e+00	  9.0164e-01	  9.0164e-01	  7.9113e+01	 -1.5846e-03	  1.9000e+01	
  8.7500e-01	  1.0000e-96	  1.0000e-96	  1.0000e+01	  9.9991e+00	  3.4678e-06	  3.5495e-03	  8.4600e+00	  0.0000e+00	  0.0000e+00	  9.0190e-01	  9.0190e-01	  8.4884e+01	 -1.5846e-03	  1.9000e+01	
  9.2500e-01	  1.0000e-96	  1.0000e-96	  9.9829e+00	  1.0073e+01	  8.3209e-02	  1.4801e-07	  4.0798e+00	  0.0000e+00	  0.0000e+00	  9.0162e-01	  9.0162e-01	  9.1016e+01	 -1.5846e-03	  1.9000e+01	
  9.7500e-01	  1.0000e-96	  1.0000e-96	  1.0106e+01	  9.9516e+00	  7.1731e-08	  1.7177e-01	  1.0144e+01	  0.0000e+00	  0.0000e+00	  9.0141e-01	  9.0141e-01	  9.7018e+01	 -1.5846e-03	  1.9000e+01	
  2.5000e-02	  7.7713e-02	  9.8126e-02	  1.0528e+01	  5.8439e+00	  2.6558e-09	  4.6571e+00	  1.1576e+01	  8.9950e-01	  8.9950e-01	  8.9950e-01	  8.9950e-01	  8.9993e-01	 -1.6128e-03	  2.0000e+01	
  7.5000e-02	  1.0000e-96	  9.1939e-03	  1.1426e+01	  8.3322e+00	  4.0372e-09	  3.0830e+00	  1.1394e+01	  0.0000e+00	  8.9639e-01	  8.9639e-01	  8.9639e-01	  2.8835e+00	 -1.6128e-03	  2.0000e+01	
  1.2500e-01	  1.0000e-96	  7.6459e-04	  1.0984e+01	  8.8549e+00	  5.8302e-09	  2.1277e+00	  1.1234e+01	  0.0000e+00	  8.9805e-01	  8.9805e-01	  8.9805e-01	  5.4280e+00	 -1.6128e-03	  2.0000e+01	
  1.7500e-01	  1.0000e-96	  5.8142e-05	  1.0731e+01	  9.1496e+00	  7.8312e-09	  1.5809e+00	  1.1106e+01	  0.0000e+00	  8.9902e-01	  8.9902e-01	  8.9902e-01	  8.5413e+00	 -1.6128e-03	  2.0000e+01	
  2.2500e-01	  1.0000e-96	  3.9757e-06	  1.0563e+01	  9.3442e+00	  1.0141e-08	  1.2192e+00	  1.0994e+01	  0.0000e+00	  8.9967e-01	  8.9967e-01	  8.9967e-01	  1.2140e+01	 -1.6128e-03	  2.0000e+01	
  2.7500e-01	  1.0000e-96	  2.4310e-07	  1.0443e+01	  9.4846e+00	  1.2892e-08	  9.5817e-01	  1.0890e+01	  0.0000e+00	  9.0014e-01	  9.0014e-01	  9.0014e-01	  1.6168e+01	 -1.6128e-03	  2.0000e+01	
  3.2500e-01	  1.0000e-96	  1.3261e-08	  1.0351e+01	  9.5917e+00	  1.6263e-08	  7.5902e-01	  1.0789e+01	  0.0000e+00	  9.0051e-01	  9.0051e-01	  9.0051e-01	  2.0591e+01	 -1.6128e-03	  2.0000e+01	
  3.7500e-01	  1.0000e-96	  6.4444e-10	  1.0269e+01	  9.6873e+00	  2.1219e-08	  5.8135e-01	  1.0673e+01	  0.0000e+00	  9.0083e-01	  9.0083e-01	  9.0083e-01	  2.5396e+01	 -1.6128e-03	  2.0000e+01	
  4.2500e-01	  1.0000e-96	  2.7592e-11	  1.0234e+01	  9.7270e+00	  2.4303e-08	  5.0742e-01	  1.0614e+01	  0.0000e+00	  9.0097e-01	  9.0097e-01	  9.0097e-01	  3.0552e+01	 -1.6128e-03	  2.0000e+01	
  4.7500e-01	  1.0000e-96	  1.0581e-12	  1.0044e+01	  9.9120e+00	  9.2992e-08	  1.3241e-01	  1.0032e+01	  0.0000e+00	  9.0173e-01	  9.0173e-01	  9.0173e-01	  3.6302e+01	 -1.6128e-03	  2.0000e+01	
  5.2500e-01	  1.0000e-96	  3.2688e-14	  9.8960e+00	  1.0082e+01	  1.8608e-01	  6.6190e-08	  3.7303e+00	  0.0000e+00	  9.0158e-01	  9.0158e-01	  9.0158e-01	  4.2187e+01	 -1.6128e-03	  2.0000e+01	
  5.7500e-01	  1.0000e-96	  7.7429e-16	  1.0007e+01	  9.9958e+00	  1.1119e-06	  1.1070e-02	  8.9539e+00	  0.0000e+00	  9.0188e-01	  9.0188e-01	  9.0188e-01	  4.8032e+01	 -1.6128e-03	  2.0000e+01	
  6.2500e-01	  1.0000e-96	  1.5121e-17	  1.0043e+01	  9.9647e+00	  1.5769e-07	  7.8082e-02	  9.8022e+00	  0.0000e+00	  9.0174e-01	  9.0174e-01	  9.0174e-01	  5.4361e+01	 -1.6128e-03	  2.0000e+01	
  6.7500e-01	  1.0000e-96	  2.3121e-19	  1.0011e+01	  9.9901e+00	  6.0195e-07	  2.0450e-02	  9.2204e+00	  0.0000e+00	  9.0187e-01	  9.0187e-01	  9.0187e-01	  6.0854e+01	 -1.6128e-03	  2.0000e+01	
  7.2500e-01	  1.0000e-96	  1.0000e-96	  9.8969e+00	  1.0091e+01	  1.9383e-01	  6.3550e-08	  3.7126e+00	  0.0000e+00	  0.0000e+00	  9.0154e-01	  9.0154e-01	  6.7173e+01	 -1.6128e-03	  2.0000e+01	
  7.7500e-01	  1.0000e-96	  1.0000e-96	  9.8577e+00	  1.0129e+01	  2.7071e-01	  4.5515e-08	  3.5675e+00	  0.0000e+00	  0.0000e+00	  9.0139e-01	  9.0139e-01	  7.2837e+01	 -1.6128e-03	  2.0000e+01	
  8.2500e-01	  1.0000e-96	  1.0000e-96	  9.9923e+00	  1.0007e+01	  1.3881e-02	  8.8677e-07	  4.8576e+00	  0.0000e+00	  0.0000e+00	  9.0188e-01	  9.0188e-01	  7.8333e+01	 -1.6128e-03	  2.0000e+01	
  8.7500e-01	  1.0000e-96	  1.0000e-96	  1.0018e+01	  9.9830e+00	  3.2572e-07	  3.7796e-02	  9.4872e+00	  0.0000e+00	  0.0000e+00	  9.0183e-01	  9.0183e-01	  8.4532e+01	 -1.6128e-03	  2.0000e+01	
  9.2500e-01	  1.0000e-96	  1.0000e-96	  9.9565e+00	  1.0104e+01	  1.3894e-01	  8.8663e-08	  3.8572e+00	  0.0000e+00	  0.0000e+00	  9.0149e-01	  9.0149e-01	  9.0909e+01	 -1.6128e-03	  2.0000e+01	
  9.7500e-01	  1.0000e-96	  1.0000e-96	  1.0112e+01	  9.9522e+00	  6.8588e-08	  1.7965e-01	  1.0164e+01	  0.0000e+00	  0.0000e+00	  9.0138e-01	  9.0138e-01	  9.6958e+01	 -1.6128e-03	  2.0000e+01	
  2.5000e-02	  8.1038e-02	  1.0329e-01	  1.0548e+01	  5.7199e+00	  2.5779e-09	  4.7987e+00	  1.1589e+01	  8.9941e-01	  8.9941e-01	  8.9941e-01	  8.9941e-01	  8.9116e-01	 -1.6346e-03	  2.1000e+01	
  7.5000e-02	  1.0000e-96	  1.0045e-02	  1.1485e+01	  8.2631e+00	  3.8796e-09	  3.2097e+00	  1.1411e+01	  0.0000e+00	  8.9617e-01	  8.9617e-01	  8.9617e-01	  2.8507e+00	 -1.6346e-03	  2.1000e+01	
  1.2500e-01	  1.0000e-96	  8.6700e-04	  1.1031e+01	  8.8004e+00	  5.5680e-09	  2.2287e+00	  1.1254e+01	  0.0000e+00	  8.9787e-01	  8.9787e-01	  8.9787e-01	  5.3574e+00	 -1.6346e-03	  2.1000e+01	
  1.7500e-01	  1.0000e-96	  6.8620e-05	  1.0771e+01	  9.1033e+00	  7.4288e-09	  1.6671e+00	  1.1129e+01	  0.0000e+00	  8.9886e-01	  8.9886e-01	  8.9886e-01	  8.4240e+00	 -1.6346e-03	  2.1000e+01	
  2.2500e-01	  1.0000e-96	  4.8996e-06	  1.0599e+01	  9.3032e+00	  9.5468e-09	  1.2955e+00	  1.1020e+01	  0.0000e+00	  8.9953e-01	  8.9953e-01	  8.9953e-01	  1.1968e+01	 -1.6346e-03	  2.1000e+01	
  2.7500e-01	  1.0000e-96	  3.1396e-07	  1.0475e+01	  9.4474e+00	  1.2027e-08	  1.0273e+00	  1.0920e+01	  0.0000e+00	  9.0002e-01	  9.0002e-01	  9.0002e-01	  1.5935e+01	 -1.6346e-03	  2.1000e+01	
  3.2500e-01	  1.0000e-96	  1.8018e-08	  1.0382e+01	  9.5555e+00	  1.4941e-08	  8.2637e-01	  1.0826e+01	  0.0000e+00	  9.0038e-01	  9.0038e-01	  9.0038e-01	  2.0286e+01	 -1.6346e-03	  2.1000e+01	
  3.7500e-01	  1.0000e-96	  9.2669e-10	  1.0293e+01	  9.6593e+00	  1.9480e-08	  6.3336e-01	  1.0710e+01	  0.0000e+00	  9.0074e-01	  9.0074e-01	  9.0074e-01	  2.5010e+01	 -1.6346e-03	  2.1000e+01	
  4.2500e-01	  1.0000e-96	  4.2112e-11	  1.0285e+01	  9.6684e+00	  2.0015e-08	  6.1638e-01	  1.0699e+01	  0.0000e+00	  9.0077e-01	  9.0077e-01	  9.0077e-01	  3.0022e+01	 -1.6346e-03	  2.1000e+01	
  4.7500e-01	  1.0000e-96	  1.7574e-12	  1.0061e+01	  9.8776e+00	  6.7010e-08	  1.8377e-01	  1.0174e+01	  0.0000e+00	  9.0166e-01	  9.0166e-01	  9.0166e-01	  3.5643e+01	 -1.6346e-03	  2.1000e+01	
  5.2500e-01	  1.0000e-96	  6.0891e-14	  9.9145e+00	  1.0060e+01	  1.4568e-01	  8.4530e-08	  3.8366e+00	  0.0000e+00	  9.0167e-01	  9.0167e-01	  9.0167e-01	  4.1548e+01	 -1.6346e-03	  2.1000e+01	
  5.7500e-01	  1.0000e-96	  1.6772e-15	  1.0054e+01	  9.9559e+00	  1.2524e-07	  9.8326e-02	  9.9023e+00	  0.0000e+00	  9.0169e-01	  9.0169e-01	  9.0169e-01	  4.7672e+01	 -1.6346e-03	  2.1000e+01	
  6.2500e-01	  1.0000e-96	  3.8231e-17	  1.0041e+01	  9.9668e+00	  1.6601e-07	  7.4168e-02	  9.7799e+00	  0.0000e+00	  9.0175e-01	  9.0175e-01	  9.0175e-01	  5.4277e+01	 -1.6346e-03	  2.1000e+01	
  6.7500e-01	  1.0000e-96	  6.8179e-19	  9.9604e+00	  1.0033e+01	  7.2268e-02	  1.7036e-07	  4.1411e+00	  0.0000e+00	  9.0178e-01	  9.0178e-01	  9.0178e-01	  6.0861e+01	 -1.6346e-03	  2.1000e+01	
  7.2500e-01	  1.0000e-96	  6.3514e-21	  9.8293e+00	  1.0152e+01	  3.2251e-01	  3.8212e-08	  3.4915e+00	  0.0000e+00	  9.0130e-01	  9.0130e-01	  9.0130e-01	  6.6932e+01	 -1.6346e-03	  2.1000e+01	
  7.7500e-01	  1.0000e-96	  1.0000e-96	  9.9034e+00	  1.0087e+01	  1.8290e-01	  6.7346e-08	  3.7378e+00	  0.0000e+00	  0.0000e+00	  9.0156e-01	  9.0156e-01	  7.2286e+01	 -1.6346e-03	  2.1000e+01	
  8.2500e-01	  1.0000e-96	  1.0000e-96	  1.0070e+01	  9.9373e+00	  9.2022e-08	  1.3384e-01	  1.0036e+01	  0.0000e+00	  0.0000e+00	  9.0162e-01	  9.0162e-01	  7.8128e+01	 -1.6346e-03	  2.1000e+01	
  8.7500e-01	  1.0000e-96	  1.0000e-96	  9.9756e+00	  1.0022e+01	  4.2417e-02	  2.9023e-07	  4.3725e+00	  0.0000e+00	  0.0000e+00	  9.0182e-01	  9.0182e-01	  8.4790e+01	 -1.6346e-03	  2.1000e+01	
  9.2500e-01	  1.0000e-96	  1.0000e-96	  9.9359e+00	  1.0128e+01	  1.8223e-01	  6.7615e-08	  3.7394e+00	  0.0000e+00	  0.0000e+00	  9.0139e-01	  9.0139e-01	  9.0991e+01	 -1.6346e-03	  2.1000e+01	
  9.7500e-01	  1.0000e-96	  1.0000e-96	  1.0133e+01	  9.9396e+00	  5.7081e-08	  2.1591e-01	  1.0244e+01	  0.0000e+00	  0.0000e+00	  9.0128e-01	  9.0128e-01	  9.6934e+01	 -1.6346e-03	  2.1000e+01	
  2.5000e-02	  8.4300e-02	  1.0849e-01	  1.0569e+01	  5.5972e+00	  2.5051e-09	  4.9390e+00	  1.1601e+01	  8.9932e-01	  8.9932e-01	  8.9932e-01	  8.9932e-01	  8.9639e-01	 -1.6815e-03	  2.2000e+01	
  7.5000e-02	  1.0000e-96	  1.0944e-02	  1.1544e+01	  8.1939e+00	  3.7340e-09	  3.3363e+00	  1.1428e+01	  0.0000e+00	  8.9595e-01	  8.9595e-01	  8.9595e-01	  2.8635e+00	 -1.6815e-03	  2.2000e+01	
  1.2500e-01	  1.0000e-96	  9.7886e-04	  1.1077e+01	  8.7460e+00	  5.3284e-09	  2.3298e+00	  1.1273e+01	  0.0000e+00	  8.9769e-01	  8.9769e-01	  8.9769e-01	  5.3730e+00	 -1.6815e-03	  2.2000e+01	
  1.7500e-01	  1.0000e-96	  8.0499e-05	  1.0810e+01	  9.0569e+00	  7.0658e-09	  1.7533e+00	  1.1151e+01	  0.0000e+00	  8.9871e-01	  8.9871e-01	  8.9871e-01	  8.4427e+00	 -1.6815e-03	  2.2000e+01	
  2.2500e-01	  1.0000e-96	  5.9900e-06	  1.0634e+01	  9.2621e+00	  9.0181e-09	  1.3718e+00	  1.1045e+01	  0.0000e+00	  8.9939e-01	  8.9939e-01	  8.9939e-01	  1.1990e+01	 -1.6815e-03	  2.2000e+01	
  2.7500e-01	  1.0000e-96	  4.0131e-07	  1.0506e+01	  9.4105e+00	  1.1277e-08	  1.0959e+00	  1.0948e+01	  0.0000e+00	  8.9989e-01	  8.9989e-01	  8.9989e-01	  1.5961e+01	 -1.6815e-03	  2.2000e+01	
  3.2500e-01	  1.0000e-96	  2.4158e-08	  1.0414e+01	  9.5186e+00	  1.3800e-08	  8.9490e-01	  1.0860e+01	  0.0000e+00	  9.0026e-01	  9.0026e-01	  9.0026e-01	  2.0312e+01	 -1.6815e-03	  2.2000e+01	
  3.7500e-01	  1.0000e-96	  1.3108e-09	  1.0312e+01	  9.6367e+00	  1.8270e-08	  6.7541e-01	  1.0738e+01	  0.0000e+00	  9.0066e-01	  9.0066e-01	  9.0066e-01	  2.5043e+01	 -1.6815e-03	  2.2000e+01	
  4.2500e-01	  1.0000e-96	  6.2783e-11	  1.0332e+01	  9.6128e+00	  1.7152e-08	  7.1956e-01	  1.0766e+01	  0.0000e+00	  9.0058e-01	  9.0058e-01	  9.0058e-01	  3.0006e+01	 -1.6815e-03	  2.2000e+01	
  4.7500e-01	  1.0000e-96	  2.8070e-12	  1.0103e+01	  9.8168e+00	  4.3006e-08	  2.8645e-01	  1.0366e+01	  0.0000e+00	  9.0149e-01	  9.0149e-01	  9.0149e-01	  3.5549e+01	 -1.6815e-03	  2.2000e+01	
  5.2500e-01	  1.0000e-96	  1.0936e-13	  9.9283e+00	  1.0044e+01	  1.1566e-01	  1.0646e-07	  3.9368e+00	  0.0000e+00	  9.0173e-01	  9.0173e-01	  9.0173e-01	  4.1662e+01	 -1.6815e-03	  2.2000e+01	
  5.7500e-01	  1.0000e-96	  3.3990e-15	  1.0089e+01	  9.9276e+00	  7.6297e-08	  1.6144e-01	  1.0117e+01	  0.0000e+00	  9.0155e-01	  9.0155e-01	  9.0155e-01	  4.7931e+01	 -1.6815e-03	  2.2000e+01	
  6.2500e-01	  1.0000e-96	  8.8366e-17	  1.0033e+01	  9.9699e+00	  1.9587e-07	  6.2858e-02	  9.7080e+00	  0.0000e+00	  9.0178e-01	  9.0178e-01	  9.0178e-01	  5.4547e+01	 -1.6815e-03	  2.2000e+01	
  6.7500e-01	  1.0000e-96	  1.8172e-18	  9.8769e+00	  1.0106e+01	  2.2902e-01	  5.3792e-08	  3.6401e+00	  0.0000e+00	  9.0148e-01	  9.0148e-01	  9.0148e-01	  6.1103e+01	 -1.6815e-03	  2.2000e+01	
  7.2500e-01	  1.0000e-96	  2.3910e-20	  9.8037e+00	  1.0175e+01	  3.7159e-01	  3.3171e-08	  3.4299e+00	  0.0000e+00	  9.0120e-01	  9.0120e-01	  9.0120e-01	  6.6789e+01	 -1.6815e-03	  2.2000e+01	
  7.7500e-01	  1.0000e-96	  1.0000e-96	  9.9697e+00	  1.0031e+01	  6.1174e-02	  2.0126e-07	  4.2134e+00	  0.0000e+00	  0.0000e+00	  9.0179e-01	  9.0179e-01	  7.2201e+01	 -1.6815e-03	  2.2000e+01	
  8.2500e-01	  1.0000e-96	  1.0000e-96	  1.0113e+01	  9.8986e+00	  5.7186e-08	  2.1544e-01	  1.0243e+01	  0.0000e+00	  0.0000e+00	  9.0145e-01	  9.0145e-01	  7.8287e+01	 -1.6815e-03	  2.2000e+01	
  8.7500e-01	  1.0000e-96	  1.0000e-96	  9.9386e+00	  1.0049e+01	  1.0644e-01	  1.1568e-07	  3.9729e+00	  0.0000e+00	  0.0000e+00	  9.0171e-01	  9.0171e-01	  8.4826e+01	 -1.6815e-03	  2.2000e+01	
  9.2500e-01	  1.0000e-96	  1.0000e-96	  9.9178e+00	  1.0153e+01	  2.2327e-01	  5.5197e-08	  3.6512e+00	  0.0000e+00	  0.0000e+00	  9.0130e-01	  9.0130e-01	  9.0995e+01	 -1.6815e-03	  2.2000e+01	
  9.7500e-01	  1.0000e-96	  1.0000e-96	  1.0161e+01	  9.9225e+00	  4.6756e-08	  2.6365e-01	  1.0330e+01	  0.0000e+00	  0.0000e+00	  9.0116e-01	  9.0116e-01	  9.6914e+01	 -1.6815e-03	  2.2000e+01	
  2.5000e-02	  8.7499e-02	  1.1372e-01	  1.0589e+01	  5.4755e+00	  2.4369e-09	  5.0783e+00	  1.1613e+01	  8.9923e-01	  8.9923e-01	  8.9923e-01	  8.9923e-01	  9.0264e-01	 -1.7306e-03	  2.3000e+01	
  7.5000e-02	  1.0000e-96	  1.1890e-02	  1.1602e+01	  8.1247e+00	  3.5988e-09	  3.4631e+00	  1.1444e+01	  0.0000e+00	  8.9574e-01	  8.9574e-01	  8.9574e-01	  2.8796e+00	 -1.7306e-03	  2.3000e+01	
