        dist	           K	        MnO4	          Na	        HCO3	          gK	       gMn_7	         gNa	       gHCO3	   potential	     current	        time	
  5.0000e-03	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.5000e-02	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.5000e-02	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.5000e-02	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.5000e-02	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.5000e-02	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.5000e-02	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.5000e-02	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.5000e-02	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.5000e-02	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.0500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.1500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.2500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.3500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.4500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.5500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.6500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.7500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.8500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  1.9500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.0500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.1500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.2500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.3500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.4500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.5500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.6500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.7500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.8500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  2.9500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.0500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.1500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.2500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.3500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.4500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.5500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.6500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.7500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.8500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  3.9500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.0500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.1500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.2500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.3500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.4500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.5500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.6500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.7500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.8500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  4.9500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.0500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.1500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.2500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.3500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.4500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.5500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.6500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.7500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.8500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.9500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.0500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.1500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.2500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.3500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.4500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.5500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.8500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.9500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.0500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.1500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.2500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.3500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.4500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.5500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.6500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.7500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.8500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  7.9500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.0500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.1500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.2500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.3500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.4500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.5500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.6500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.7500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.8500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  8.9500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.0500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.1500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.2500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.3500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.4500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.5500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.6500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.7500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.8500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  9.9500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  5.0000e-03	  8.7516e-02	  1.1795e-01	  9.8401e+00	  9.5106e+00	  9.0155e-01	  8.9822e-01	  9.0155e-01	  9.0472e-01	  4.9980e-01	 -1.1971e-01	  1.0000e+00	
  1.5000e-02	  1.0000e-96	  3.6758e-08	  9.9659e+00	  9.9767e+00	  0.0000e+00	  8.9857e-01	  9.0187e-01	  9.0503e-01	  1.4996e+00	 -1.1971e-01	  1.0000e+00	
  2.5000e-02	  1.0000e-96	  3.0113e-13	  9.9539e+00	  9.9405e+00	  0.0000e+00	  8.9879e-01	  9.0207e-01	  9.0522e-01	  2.4996e+00	 -1.1971e-01	  1.0000e+00	
  3.5000e-02	  1.0000e-96	  2.6740e-18	  9.9538e+00	  9.9403e+00	  0.0000e+00	  8.9879e-01	  9.0207e-01	  9.0522e-01	  3.4996e+00	 -1.1971e-01	  1.0000e+00	
  4.5000e-02	  1.0000e-96	  2.3811e-23	  9.9538e+00	  9.9403e+00	  0.0000e+00	  8.9879e-01	  9.0207e-01	  9.0522e-01	  4.4996e+00	 -1.1971e-01	  1.0000e+00	
  5.5000e-02	  1.0000e-96	  6.5878e-26	  9.9538e+00	  9.9403e+00	  0.0000e+00	  8.9879e-01	  9.0207e-01	  9.0522e-01	  5.4996e+00	 -1.1971e-01	  1.0000e+00	
  6.5000e-02	  1.0000e-96	  0.0000e+00	  9.9538e+00	  9.9403e+00	  0.0000e+00	  8.9879e-01	  9.0207e-01	  9.0522e-01	  6.4996e+00	 -1.1971e-01	  1.0000e+00	
  7.5000e-02	  1.0000e-96	  0.0000e+00	  9.9538e+00	  9.9403e+00	  0.0000e+00	  8.9879e-01	  9.0207e-01	  9.0522e-01	  7.4996e+00	 -1.1971e-01	  1.0000e+00	
  8.5000e-02	  1.0000e-96	  0.0000e+00	  9.9538e+00	  9.9403e+00	  0.0000e+00	  8.9879e-01	  9.0207e-01	  9.0522e-01	  8.4996e+00	 -1.1971e-01	  1.0000e+00	
  9.5000e-02	  1.0000e-96	  0.0000e+00	  9.9538e+00	  9.9403e+00	  0.0000e+00	  8.9879e-01	  9.0207e-01	  9.0522e-01	  9.4996e+00	 -1.1971e-01	  1.0000e+00	
  1.0500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  1.0500e+01	 -1.1971e-01	  1.0000e+00	
  1.1500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  1.1500e+01	 -1.1971e-01	  1.0000e+00	
  1.2500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  1.2500e+01	 -1.1971e-01	  1.0000e+00	
  1.3500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  1.3500e+01	 -1.1971e-01	  1.0000e+00	
  1.4500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  1.4500e+01	 -1.1971e-01	  1.0000e+00	
  1.5500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  1.5500e+01	 -1.1971e-01	  1.0000e+00	
  1.6500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  1.6500e+01	 -1.1971e-01	  1.0000e+00	
  1.7500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  1.7500e+01	 -1.1971e-01	  1.0000e+00	
  1.8500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  1.8500e+01	 -1.1971e-01	  1.0000e+00	
  1.9500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  1.9500e+01	 -1.1971e-01	  1.0000e+00	
  2.0500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  2.0500e+01	 -1.1971e-01	  1.0000e+00	
  2.1500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  2.1500e+01	 -1.1971e-01	  1.0000e+00	
  2.2500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  2.2500e+01	 -1.1971e-01	  1.0000e+00	
  2.3500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  2.3500e+01	 -1.1971e-01	  1.0000e+00	
  2.4500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  2.4500e+01	 -1.1971e-01	  1.0000e+00	
  2.5500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  2.5500e+01	 -1.1971e-01	  1.0000e+00	
  2.6500e-01	  1.0000e-96	  1.0000e-96	  9.9538e+00	  9.9403e+00	  0.0000e+00	  0.0000e+00	  9.0207e-01	  9.0522e-01	  2.6500e+01	 -1.1971e-01	  1.0000e+00	
