0.000000000000000000e+00,0.000000000000000000e+00
4.968750000000000000e+00,0.000000000000000000e+00
1.382986111111111249e+01,0.000000000000000000e+00
1.382986111111111249e+01,0.000000000000000000e+00
2.072569444444444642e+01,0.000000000000000000e+00
2.072569444444444642e+01,0.000000000000000000e+00
2.616319444444444642e+01,0.000000000000000000e+00
2.616319444444444642e+01,0.000000000000000000e+00
3.210069444444444997e+01,0.000000000000000000e+00
3.210069444444444997e+01,0.000000000000000000e+00
3.556250000000000711e+01,0.000000000000000000e+00
3.556250000000000711e+01,0.000000000000000000e+00
3.651388888888889284e+01,1.208173733943651851e-01
3.856597222222222854e+01,3.932280155435899371e-01
4.232638888888889284e+01,5.235424202692086082e-01
4.774305555555556424e+01,3.184264952854747310e-01
4.774305555555556424e+01,0.000000000000000000e+00
5.022916666666667851e+01,6.956469317050589796e-01
5.222916666666667851e+01,1.859112915713202918e+00
5.316666666666667851e+01,2.076856080118504977e+00
5.447916666666667851e+01,1.981058985540517403e+00
5.447916666666667851e+01,0.000000000000000000e+00
5.612152777777779278e+01,3.381117464593537680e-01
6.142708333333334281e+01,9.179825000920250888e-01
6.246875000000000711e+01,0.000000000000000000e+00
6.378819444444444997e+01,6.366225501898837846e-01
nan,nan
