0.000000000000000000e+00,0.000000000000000000e+00
4.968750000000000000e+00,1.922069992460061938e+00
1.382986111111111249e+01,6.320687260995679679e+00
1.382986111111111249e+01,0.000000000000000000e+00
2.072569444444444642e+01,1.501590080334862343e+01
2.072569444444444642e+01,0.000000000000000000e+00
2.616319444444444642e+01,1.530957494295174115e+01
2.616319444444444642e+01,0.000000000000000000e+00
3.210069444444444997e+01,1.554791982572969644e+01
3.210069444444444997e+01,0.000000000000000000e+00
3.556250000000000711e+01,3.595574318327612673e+01
3.556250000000000711e+01,0.000000000000000000e+00
3.651388888888889284e+01,1.514472469530988263e+01
3.856597222222222854e+01,3.108812955358128605e+01
4.232638888888889284e+01,4.661765178227129525e+01
4.774305555555556424e+01,5.428852625980059088e+01
4.774305555555556424e+01,0.000000000000000000e+00
5.022916666666667851e+01,1.845951516751604160e+01
5.222916666666667851e+01,3.281243010097185220e+01
5.316666666666667851e+01,3.664994443420558667e+01
5.447916666666667851e+01,4.148271018317574033e+01
5.447916666666667851e+01,0.000000000000000000e+00
5.612152777777779278e+01,1.457851321887935470e+01
6.142708333333334281e+01,3.202842113872283392e+01
6.246875000000000711e+01,0.000000000000000000e+00
6.378819444444444997e+01,1.635305699431890858e+01
nan,nan
