8.229166666666666297e-01,5.200000000000000178e+00
1.093750000000000000e+00,6.599999999999999645e+00
3.892361111111111160e+00,6.799999999999999822e+00
4.968750000000000000e+00,7.400000000000000355e+00
6.885416666666666963e+00,9.000000000000000000e+00
8.100694444444444642e+00,1.009999999999999964e+01
1.101736111111110894e+01,1.130000000000000071e+01
1.205902777777777679e+01,1.230000000000000071e+01
1.382986111111111249e+01,1.369999999999999929e+01
1.382986111111111249e+01,8.400000000000000355e+00
1.385069444444444464e+01,7.000000000000000000e+00
1.399652777777777857e+01,6.500000000000000000e+00
1.473611111111111249e+01,5.000000000000000000e+00
1.677777777777777857e+01,1.250000000000000000e+01
1.798611111111111072e+01,1.810000000000000142e+01
1.885069444444444642e+01,1.700000000000000000e+01
2.072569444444444642e+01,2.319999999999999929e+01
2.172569444444444642e+01,2.739999999999999858e+01
2.372569444444444642e+01,3.779999999999999716e+01
2.472569444444444642e+01,4.000000000000000000e+01
2.616319444444444642e+01,4.000000000000000000e+01
3.210069444444444997e+01,4.000000000000000000e+01
3.210069444444444997e+01,4.000000000000000000e+01
3.556250000000000711e+01,4.000000000000000000e+01
3.556250000000000711e+01,4.000000000000000000e+01
3.651388888888889284e+01,4.000000000000000000e+01
3.856597222222222854e+01,4.000000000000000000e+01
4.232638888888889284e+01,4.000000000000000000e+01
4.774305555555556424e+01,4.000000000000000000e+01
4.922916666666667851e+01,4.000000000000000000e+01
5.022916666666667851e+01,4.000000000000000000e+01
5.222916666666667851e+01,4.000000000000000000e+01
5.316666666666667851e+01,4.000000000000000000e+01
5.343750000000000711e+01,4.000000000000000000e+01
5.343750000000000000e+01,4.000000000000000000e+01
5.447916666666667851e+01,4.000000000000000000e+01
5.465625000000000000e+01,4.000000000000000000e+01
5.493750000000000000e+01,4.000000000000000000e+01
5.494097222222222143e+01,4.000000000000000000e+01
5.587847222222222143e+01,4.000000000000000000e+01
5.613541666666666430e+01,4.000000000000000000e+01
5.613888888888888573e+01,4.000000000000000000e+01
5.786458333333333570e+01,4.000000000000000000e+01
5.786805555555555003e+01,4.000000000000000000e+01
5.839930555555555003e+01,4.000000000000000000e+01
5.840277777777777146e+01,4.000000000000000000e+01
5.965277777777777146e+01,4.000000000000000000e+01
5.965624999999999289e+01,4.000000000000000000e+01
6.142708333333332149e+01,4.000000000000000000e+01
6.142708333333332149e+01,4.000000000000000000e+01
6.178124999999999289e+01,4.000000000000000000e+01
6.231249999999999289e+01,4.000000000000000000e+01
6.231597222222220722e+01,4.000000000000000000e+01
6.274652777777777146e+01,4.000000000000000000e+01
nan,nan
nan,nan
nan,nan
