0.000000000000000000e+00,3.838002619672548832e+01
4.968750000000000000e+00,3.649247598174421370e+01
1.382986111111111249e+01,3.170688164088998207e+01
1.382986111111111249e+01,4.500000000000000000e+01
2.616319444444444642e+01,4.055298869111777549e+01
3.210069444444444997e+01,3.625201314927706164e+01
3.210069444444444997e+01,4.786342975613615636e+01
3.210069444444444997e+01,4.400000000000000000e+01
3.556250000000000711e+01,2.927545337413684834e+01
3.556250000000000711e+01,4.666198511698117812e+01
4.232638888888889284e+01,1.603539403325439139e+01
4.774305555555556424e+01,9.098175736996683582e+00
4.922916666666667851e+01,8.569422708863239535e+00
4.922916666666667851e+01,4.495074192871361163e+01
5.316666666666667851e+01,1.836936498740547208e+01
5.447916666666667851e+01,1.569772938273183982e+01
5.447916666666667851e+01,4.723197135629279586e+01
6.142708333333334281e+01,2.676229630189197906e+01
